Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
12066.ppm;94;94;0;0;94;94;43
6687.ppm;75;75;0;0;75;75;43
11956.ppm;70;70;0;0;70;70;43
0_1285.ppm;128;128;0;0;128;128;43
0_742.ppm;128;128;0;0;128;128;43
44.ppm;105;105;0;0;105;105;43
6742.ppm;80;80;0;0;80;80;43
2707.ppm;84;84;0;0;84;84;43
7235.ppm;102;102;0;0;102;102;43
9843.ppm;82;82;0;0;82;82;43
0_634.ppm;128;128;0;0;128;128;43
0_124.ppm;128;128;0;0;128;128;43
16318.ppm;35;35;0;0;35;35;43
0_629.ppm;128;128;0;0;128;128;43
0_404.ppm;128;128;0;0;128;128;43
0_60.ppm;128;128;0;0;128;128;43
0_1615.ppm;128;128;0;0;128;128;43
0_1163.ppm;128;128;0;0;128;128;43
0_1728.ppm;128;128;0;0;128;128;43
0_339.ppm;128;128;0;0;128;128;43
5390.ppm;70;70;0;0;70;70;43
1125.ppm;103;103;0;0;103;103;43
0_1621.ppm;128;128;0;0;128;128;43
9496.ppm;57;57;0;0;57;57;43
0_1095.ppm;128;128;0;0;128;128;43
0_1539.ppm;128;128;0;0;128;128;43
0_1015.ppm;128;128;0;0;128;128;43
8241.ppm;86;86;0;0;86;86;43
0_784.ppm;128;128;0;0;128;128;43
15198.ppm;74;74;0;0;74;74;43
0_1259.ppm;128;128;0;0;128;128;43
0_17.ppm;128;128;0;0;128;128;43
9930.ppm;79;79;0;0;79;79;43
5214.ppm;110;110;0;0;110;110;43
0_812.ppm;128;128;0;0;128;128;43
0_324.ppm;128;128;0;0;128;128;43
6089.ppm;105;105;0;0;105;105;43
6622.ppm;56;56;0;0;56;56;43
0_159.ppm;128;128;0;0;128;128;43
12808.ppm;80;80;0;0;80;80;43
861.ppm;67;67;0;0;67;67;43
0_990.ppm;128;128;0;0;128;128;43
0_485.ppm;128;128;0;0;128;128;43
0_1663.ppm;128;128;0;0;128;128;43
778.ppm;43;43;0;0;43;43;43
0_430.ppm;128;128;0;0;128;128;43
4179.ppm;70;70;0;0;70;70;43
14351.ppm;73;73;0;0;73;73;43
6591.ppm;65;65;0;0;65;65;43
0_1719.ppm;128;128;0;0;128;128;43
12055.ppm;69;69;0;0;69;69;43
0_561.ppm;128;128;0;0;128;128;43
9750.ppm;68;68;0;0;68;68;43
0_1480.ppm;128;128;0;0;128;128;43
0_1303.ppm;128;128;0;0;128;128;43
3204.ppm;84;84;0;0;84;84;43
0_225.ppm;128;128;0;0;128;128;43
0_795.ppm;128;128;0;0;128;128;43
0_309.ppm;128;128;0;0;128;128;43
10187.ppm;77;77;0;0;77;77;43
0_1461.ppm;128;128;0;0;128;128;43
2365.ppm;51;51;0;0;51;51;43
4361.ppm;70;70;0;0;70;70;43
266.ppm;70;70;0;0;70;70;43
9691.ppm;65;65;0;0;65;65;43
0.ppm;91;91;0;0;91;91;43
8685.ppm;66;66;0;0;66;66;43
8242.ppm;89;89;0;0;89;89;43
10487.ppm;42;42;0;0;42;42;43
1082.ppm;46;46;0;0;46;46;43
0_444.ppm;128;128;0;0;128;128;43
0_1038.ppm;128;128;0;0;128;128;43
0_769.ppm;128;128;0;0;128;128;43
6194.ppm;86;86;0;0;86;86;43
0_1799.ppm;128;128;0;0;128;128;43
0_1630.ppm;128;128;0;0;128;128;43
0_1379.ppm;128;128;0;0;128;128;43
0_1641.ppm;128;128;0;0;128;128;43
6202.ppm;68;68;0;0;68;68;43
2872.ppm;99;99;0;0;99;99;43
0_1001.ppm;128;128;0;0;128;128;43
0_3.ppm;128;128;0;0;128;128;43
0_195.ppm;128;128;0;0;128;128;43
0_1023.ppm;128;128;0;0;128;128;43
0_295.ppm;128;128;0;0;128;128;43
0_313.ppm;128;128;0;0;128;128;43
5639.ppm;80;80;0;0;80;80;43
0_264.ppm;128;128;0;0;128;128;43
12058.ppm;76;76;0;0;76;76;43
3591.ppm;65;65;0;0;65;65;43
8957.ppm;61;61;0;0;61;61;43
0_165.ppm;128;128;0;0;128;128;43
0_1603.ppm;128;128;0;0;128;128;43
11509.ppm;65;65;0;0;65;65;43
0_590.ppm;128;128;0;0;128;128;43
8096.ppm;89;89;0;0;89;89;43
10726.ppm;36;36;0;0;36;36;43
0_1365.ppm;128;128;0;0;128;128;43
0_874.ppm;128;128;0;0;128;128;43
11965.ppm;37;37;0;0;37;37;43
6621.ppm;68;68;0;0;68;68;43
9626.ppm;86;86;0;0;86;86;43
8956.ppm;55;55;0;0;55;55;43
10485.ppm;111;111;0;0;111;111;43
0_345.ppm;128;128;0;0;128;128;43
0_1020.ppm;128;128;0;0;128;128;43
0_1120.ppm;128;128;0;0;128;128;43
0_1137.ppm;128;128;0;0;128;128;43
0_1734.ppm;128;128;0;0;128;128;43
2781.ppm;82;82;0;0;82;82;43
0_663.ppm;128;128;0;0;128;128;43
0_1070.ppm;128;128;0;0;128;128;43
11777.ppm;67;67;0;0;67;67;43
0_1631.ppm;128;128;0;0;128;128;43
0_1128.ppm;128;128;0;0;128;128;43
8534.ppm;65;65;0;0;65;65;43
0_977.ppm;128;128;0;0;128;128;43
251.ppm;96;96;0;0;96;96;43
16126.ppm;93;93;0;0;93;93;43
0_885.ppm;128;128;0;0;128;128;43
8094.ppm;103;103;0;0;103;103;43
12062.ppm;80;80;0;0;80;80;43
9293.ppm;54;54;0;0;54;54;43
8256.ppm;67;67;0;0;67;67;43
0_794.ppm;128;128;0;0;128;128;43
12338.ppm;70;70;0;0;70;70;43
3728.ppm;59;59;0;0;59;59;43
0_1422.ppm;128;128;0;0;128;128;43
1980.ppm;57;57;0;0;57;57;43
97.ppm;70;70;0;0;70;70;43
0_673.ppm;128;128;0;0;128;128;43
0_34.ppm;128;128;0;0;128;128;43
0_171.ppm;128;128;0;0;128;128;43
7397.ppm;75;75;0;0;75;75;43
1671.ppm;46;46;0;0;46;46;43
0_704.ppm;128;128;0;0;128;128;43
12073.ppm;89;89;0;0;89;89;43
4689.ppm;74;74;0;0;74;74;43
0_1468.ppm;128;128;0;0;128;128;43
0_155.ppm;128;128;0;0;128;128;43
5640.ppm;75;75;0;0;75;75;43
6346.ppm;117;117;0;0;117;117;43
0_573.ppm;128;128;0;0;128;128;43
991.ppm;59;59;0;0;59;59;43
0_816.ppm;128;128;0;0;128;128;43
1663.ppm;44;44;0;0;44;44;43
0_1466.ppm;128;128;0;0;128;128;43
2068.ppm;65;65;0;0;65;65;43
11967.ppm;37;37;0;0;37;37;43
0_681.ppm;128;128;0;0;128;128;43
9631.ppm;49;49;0;0;49;49;43
2300.ppm;89;89;0;0;89;89;43
10655.ppm;80;80;0;0;80;80;43
0_186.ppm;128;128;0;0;128;128;43
0_1232.ppm;128;128;0;0;128;128;43
0_1302.ppm;128;128;0;0;128;128;43
0_1527.ppm;128;128;0;0;128;128;43
0_6.ppm;128;128;0;0;128;128;43
14155.ppm;65;65;0;0;65;65;43
0_615.ppm;128;128;0;0;128;128;43
6485.ppm;77;77;0;0;77;77;43
9911.ppm;70;70;0;0;70;70;43
96.ppm;84;84;0;0;84;84;43
6610.ppm;84;84;0;0;84;84;43
0_168.ppm;128;128;0;0;128;128;43
2256.ppm;58;58;0;0;58;58;43
0_835.ppm;128;128;0;0;128;128;43
0_130.ppm;128;128;0;0;128;128;43
13403.ppm;67;67;0;0;67;67;43
8677.ppm;63;63;0;0;63;63;43
0_1419.ppm;128;128;0;0;128;128;43
10197.ppm;75;75;0;0;75;75;43
12139.ppm;66;66;0;0;66;66;43
0_658.ppm;128;128;0;0;128;128;43
7370.ppm;62;62;0;0;62;62;43
0_648.ppm;128;128;0;0;128;128;43
0_899.ppm;128;128;0;0;128;128;43
6251.ppm;71;71;0;0;71;71;43
0_1594.ppm;128;128;0;0;128;128;43
12036.ppm;106;106;0;0;106;106;43
0_1003.ppm;128;128;0;0;128;128;43
0_122.ppm;128;128;0;0;128;128;43
11782.ppm;123;123;0;0;123;123;43
8333.ppm;86;86;0;0;86;86;43
0_524.ppm;128;128;0;0;128;128;43
5386.ppm;99;99;0;0;99;99;43
1092.ppm;70;70;0;0;70;70;43
0_1664.ppm;128;128;0;0;128;128;43
0_1164.ppm;128;128;0;0;128;128;43
8260.ppm;65;65;0;0;65;65;43
0_898.ppm;128;128;0;0;128;128;43
0_135.ppm;128;128;0;0;128;128;43
0_1398.ppm;128;128;0;0;128;128;43
10178.ppm;64;64;0;0;64;64;43
0_399.ppm;128;128;0;0;128;128;43
14399.ppm;42;42;0;0;42;42;43
14429.ppm;67;67;0;0;67;67;43
4986.ppm;118;118;0;0;118;118;43
2141.ppm;70;70;0;0;70;70;43
7703.ppm;75;75;0;0;75;75;43
3611.ppm;36;36;0;0;36;36;43
0_981.ppm;128;128;0;0;128;128;43
1863.ppm;35;35;0;0;35;35;43
14888.ppm;96;96;0;0;96;96;43
1857.ppm;39;39;0;0;39;39;43
8363.ppm;88;88;0;0;88;88;43
0_1397.ppm;128;128;0;0;128;128;43
2878.ppm;89;89;0;0;89;89;43
516.ppm;70;70;0;0;70;70;43
581.ppm;151;151;0;0;151;151;43
2734.ppm;51;51;0;0;51;51;43
9489.ppm;52;52;0;0;52;52;43
0_937.ppm;128;128;0;0;128;128;43
8970.ppm;59;59;0;0;59;59;43
254.ppm;71;71;0;0;71;71;43
0_964.ppm;128;128;0;0;128;128;43
0_433.ppm;128;128;0;0;128;128;43
0_1268.ppm;128;128;0;0;128;128;43
6618.ppm;72;72;0;0;72;72;43
0_1293.ppm;128;128;0;0;128;128;43
9706.ppm;58;58;0;0;58;58;43
0_1629.ppm;128;128;0;0;128;128;43
0_1357.ppm;128;128;0;0;128;128;43
3009.ppm;55;55;0;0;55;55;43
348.ppm;83;83;0;0;83;83;43
1665.ppm;41;41;0;0;41;41;43
0_676.ppm;128;128;0;0;128;128;43
4212.ppm;82;82;0;0;82;82;43
3956.ppm;136;136;0;0;136;136;43
0_1007.ppm;128;128;0;0;128;128;43
0_1610.ppm;128;128;0;0;128;128;43
0_471.ppm;128;128;0;0;128;128;43
714.ppm;73;73;0;0;73;73;43
15076.ppm;58;58;0;0;58;58;43
8539.ppm;82;82;0;0;82;82;43
11510.ppm;64;64;0;0;64;64;43
0_1760.ppm;128;128;0;0;128;128;43
0_616.ppm;128;128;0;0;128;128;43
10739.ppm;41;41;0;0;41;41;43
0_1700.ppm;128;128;0;0;128;128;43
9113.ppm;83;83;0;0;83;83;43
0_1790.ppm;128;128;0;0;128;128;43
0_1205.ppm;128;128;0;0;128;128;43
1990.ppm;85;85;0;0;85;85;43
5649.ppm;89;89;0;0;89;89;43
0_79.ppm;128;128;0;0;128;128;43
0_1052.ppm;128;128;0;0;128;128;43
6863.ppm;70;70;0;0;70;70;43
0_1673.ppm;128;128;0;0;128;128;43
9687.ppm;63;63;0;0;63;63;43
0_559.ppm;128;128;0;0;128;128;43
14879.ppm;86;86;0;0;86;86;43
0_617.ppm;128;128;0;0;128;128;43
3832.ppm;100;100;0;0;100;100;43
0_1735.ppm;128;128;0;0;128;128;43
4283.ppm;80;80;0;0;80;80;43
8327.ppm;74;74;0;0;74;74;43
3938.ppm;86;86;0;0;86;86;43
0_1044.ppm;128;128;0;0;128;128;43
9797.ppm;69;69;0;0;69;69;43
580.ppm;119;119;0;0;119;119;43
0_1308.ppm;128;128;0;0;128;128;43
10444.ppm;100;100;0;0;100;100;43
10661.ppm;64;64;0;0;64;64;43
35.ppm;113;113;0;0;113;113;43
0_537.ppm;128;128;0;0;128;128;43
0_478.ppm;128;128;0;0;128;128;43
2831.ppm;73;73;0;0;73;73;43
0_1060.ppm;128;128;0;0;128;128;43
0_1714.ppm;128;128;0;0;128;128;43
12316.ppm;72;72;0;0;72;72;43
0_796.ppm;128;128;0;0;128;128;43
1670.ppm;39;39;0;0;39;39;43
3961.ppm;61;61;0;0;61;61;43
827.ppm;55;55;0;0;55;55;43
0_429.ppm;128;128;0;0;128;128;43
11508.ppm;61;61;0;0;61;61;43
0_1267.ppm;128;128;0;0;128;128;43
0_327.ppm;128;128;0;0;128;128;43
0_387.ppm;128;128;0;0;128;128;43
9689.ppm;75;75;0;0;75;75;43
12314.ppm;68;68;0;0;68;68;43
6256.ppm;148;148;0;0;148;148;43
0_44.ppm;128;128;0;0;128;128;43
2145.ppm;69;69;0;0;69;69;43
0_379.ppm;128;128;0;0;128;128;43
0_829.ppm;128;128;0;0;128;128;43
7514.ppm;85;85;0;0;85;85;43
14894.ppm;103;103;0;0;103;103;43
3519.ppm;76;76;0;0;76;76;43
0_824.ppm;128;128;0;0;128;128;43
10755.ppm;83;83;0;0;83;83;43
0_825.ppm;128;128;0;0;128;128;43
2186.ppm;96;96;0;0;96;96;43
4648.ppm;78;78;0;0;78;78;43
2139.ppm;69;69;0;0;69;69;43
475.ppm;59;59;0;0;59;59;43
7136.ppm;65;65;0;0;65;65;43
0_1667.ppm;128;128;0;0;128;128;43
0_1545.ppm;128;128;0;0;128;128;43
0_1371.ppm;128;128;0;0;128;128;43
2140.ppm;64;64;0;0;64;64;43
0_1209.ppm;128;128;0;0;128;128;43
4294.ppm;94;94;0;0;94;94;43
11379.ppm;67;67;0;0;67;67;43
0_486.ppm;128;128;0;0;128;128;43
10853.ppm;80;80;0;0;80;80;43
0_337.ppm;128;128;0;0;128;128;43
6066.ppm;78;78;0;0;78;78;43
0_613.ppm;128;128;0;0;128;128;43
296.ppm;58;58;0;0;58;58;43
0_594.ppm;128;128;0;0;128;128;43
7234.ppm;104;104;0;0;104;104;43
0_1670.ppm;128;128;0;0;128;128;43
0_220.ppm;128;128;0;0;128;128;43
0_231.ppm;128;128;0;0;128;128;43
10907.ppm;70;70;0;0;70;70;43
0_967.ppm;128;128;0;0;128;128;43
0_65.ppm;128;128;0;0;128;128;43
0_983.ppm;128;128;0;0;128;128;43
2725.ppm;46;46;0;0;46;46;43
0_385.ppm;128;128;0;0;128;128;43
4360.ppm;76;76;0;0;76;76;43
12031.ppm;74;74;0;0;74;74;43
11799.ppm;70;70;0;0;70;70;43
0_1039.ppm;128;128;0;0;128;128;43
10568.ppm;73;73;0;0;73;73;43
2152.ppm;84;84;0;0;84;84;43
0_1472.ppm;128;128;0;0;128;128;43
9792.ppm;136;136;0;0;136;136;43
8418.ppm;85;85;0;0;85;85;43
4697.ppm;40;40;0;0;40;40;43
14435.ppm;79;79;0;0;79;79;43
12137.ppm;67;67;0;0;67;67;43
14404.ppm;57;57;0;0;57;57;43
10878.ppm;63;63;0;0;63;63;43
0_1551.ppm;128;128;0;0;128;128;43
9645.ppm;63;63;0;0;63;63;43
12922.ppm;42;42;0;0;42;42;43
0_656.ppm;128;128;0;0;128;128;43
2633.ppm;70;70;0;0;70;70;43
0_1572.ppm;128;128;0;0;128;128;43
0_609.ppm;128;128;0;0;128;128;43
10569.ppm;90;90;0;0;90;90;43
0_1056.ppm;128;128;0;0;128;128;43
0_1130.ppm;128;128;0;0;128;128;43
3313.ppm;65;65;0;0;65;65;43
6068.ppm;81;81;0;0;81;81;43
10642.ppm;69;69;0;0;69;69;43
0_347.ppm;128;128;0;0;128;128;43
7385.ppm;84;84;0;0;84;84;43
0_113.ppm;128;128;0;0;128;128;43
1502.ppm;77;77;0;0;77;77;43
3680.ppm;111;111;0;0;111;111;43
0_1737.ppm;128;128;0;0;128;128;43
11486.ppm;45;45;0;0;45;45;43
2301.ppm;87;87;0;0;87;87;43
2595.ppm;79;79;0;0;79;79;43
0_1681.ppm;128;128;0;0;128;128;43
0_1611.ppm;128;128;0;0;128;128;43
12021.ppm;68;68;0;0;68;68;43
9509.ppm;56;56;0;0;56;56;43
9756.ppm;64;64;0;0;64;64;43
474.ppm;55;55;0;0;55;55;43
0_612.ppm;128;128;0;0;128;128;43
13410.ppm;74;74;0;0;74;74;43
7449.ppm;70;70;0;0;70;70;43
0_1751.ppm;128;128;0;0;128;128;43
0_216.ppm;128;128;0;0;128;128;43
0_1521.ppm;128;128;0;0;128;128;43
0_445.ppm;128;128;0;0;128;128;43
11487.ppm;68;68;0;0;68;68;43
4217.ppm;65;65;0;0;65;65;43
0_865.ppm;128;128;0;0;128;128;43
0_4.ppm;128;128;0;0;128;128;43
0_1546.ppm;128;128;0;0;128;128;43
2823.ppm;74;74;0;0;74;74;43
0_1404.ppm;128;128;0;0;128;128;43
326.ppm;68;68;0;0;68;68;43
6073.ppm;81;81;0;0;81;81;43
7704.ppm;78;78;0;0;78;78;43
0_1214.ppm;128;128;0;0;128;128;43
9720.ppm;64;64;0;0;64;64;43
0_211.ppm;128;128;0;0;128;128;43
0_1514.ppm;128;128;0;0;128;128;43
0_224.ppm;128;128;0;0;128;128;43
7379.ppm;74;74;0;0;74;74;43
0_406.ppm;128;128;0;0;128;128;43
0_1476.ppm;128;128;0;0;128;128;43
0_1731.ppm;128;128;0;0;128;128;43
0_98.ppm;128;128;0;0;128;128;43
0_1008.ppm;128;128;0;0;128;128;43
0_841.ppm;128;128;0;0;128;128;43
0_548.ppm;128;128;0;0;128;128;43
0_307.ppm;128;128;0;0;128;128;43
0_813.ppm;128;128;0;0;128;128;43
0_1544.ppm;128;128;0;0;128;128;43
9841.ppm;39;39;0;0;39;39;43
0_475.ppm;128;128;0;0;128;128;43
6619.ppm;65;65;0;0;65;65;43
0_383.ppm;128;128;0;0;128;128;43
0_828.ppm;128;128;0;0;128;128;43
3826.ppm;75;75;0;0;75;75;43
0_516.ppm;128;128;0;0;128;128;43
0_1637.ppm;128;128;0;0;128;128;43
15379.ppm;79;79;0;0;79;79;43
0_1749.ppm;128;128;0;0;128;128;43
0_386.ppm;128;128;0;0;128;128;43
0_364.ppm;128;128;0;0;128;128;43
0_744.ppm;128;128;0;0;128;128;43
3327.ppm;70;70;0;0;70;70;43
3954.ppm;60;60;0;0;60;60;43
0_293.ppm;128;128;0;0;128;128;43
0_95.ppm;128;128;0;0;128;128;43
7381.ppm;67;67;0;0;67;67;43
3314.ppm;71;71;0;0;71;71;43
6633.ppm;43;43;0;0;43;43;43
11511.ppm;66;66;0;0;66;66;43
0_811.ppm;128;128;0;0;128;128;43
9723.ppm;57;57;0;0;57;57;43
0_1520.ppm;128;128;0;0;128;128;43
0_66.ppm;128;128;0;0;128;128;43
0_603.ppm;128;128;0;0;128;128;43
4298.ppm;81;81;0;0;81;81;43
10181.ppm;59;59;0;0;59;59;43
1280.ppm;76;76;0;0;76;76;43
0_1614.ppm;128;128;0;0;128;128;43
14893.ppm;70;70;0;0;70;70;43
10854.ppm;76;76;0;0;76;76;43
8261.ppm;67;67;0;0;67;67;43
2744.ppm;68;68;0;0;68;68;43
11954.ppm;84;84;0;0;84;84;43
1084.ppm;67;67;0;0;67;67;43
0_712.ppm;128;128;0;0;128;128;43
12047.ppm;50;50;0;0;50;50;43
0_1246.ppm;128;128;0;0;128;128;43
0_558.ppm;128;128;0;0;128;128;43
3828.ppm;78;78;0;0;78;78;43
10737.ppm;37;37;0;0;37;37;43
12340.ppm;88;88;0;0;88;88;43
9633.ppm;51;51;0;0;51;51;43
0_934.ppm;128;128;0;0;128;128;43
4494.ppm;116;116;0;0;116;116;43
0_1406.ppm;128;128;0;0;128;128;43
0_1467.ppm;128;128;0;0;128;128;43
9623.ppm;58;58;0;0;58;58;43
0_108.ppm;128;128;0;0;128;128;43
0_306.ppm;128;128;0;0;128;128;43
0_1108.ppm;128;128;0;0;128;128;43
12321.ppm;70;70;0;0;70;70;43
10781.ppm;57;57;0;0;57;57;43
0_1713.ppm;128;128;0;0;128;128;43
14160.ppm;70;70;0;0;70;70;43
0_682.ppm;128;128;0;0;128;128;43
0_954.ppm;128;128;0;0;128;128;43
6193.ppm;54;54;0;0;54;54;43
12065.ppm;94;94;0;0;94;94;43
0_1381.ppm;128;128;0;0;128;128;43
0_462.ppm;128;128;0;0;128;128;43
14163.ppm;57;57;0;0;57;57;43
0_870.ppm;128;128;0;0;128;128;43
6381.ppm;125;125;0;0;125;125;43
6479.ppm;119;119;0;0;119;119;43
14965.ppm;77;77;0;0;77;77;43
11962.ppm;37;37;0;0;37;37;43
10788.ppm;82;82;0;0;82;82;43
10512.ppm;84;84;0;0;84;84;43
830.ppm;48;48;0;0;48;48;43
0_760.ppm;128;128;0;0;128;128;43
4831.ppm;84;84;0;0;84;84;43
0_667.ppm;128;128;0;0;128;128;43
10742.ppm;38;38;0;0;38;38;43
10777.ppm;79;79;0;0;79;79;43
0_818.ppm;128;128;0;0;128;128;43
0_1490.ppm;128;128;0;0;128;128;43
8879.ppm;85;85;0;0;85;85;43
6431.ppm;70;70;0;0;70;70;43
9784.ppm;55;55;0;0;55;55;43
2873.ppm;62;62;0;0;62;62;43
0_1519.ppm;128;128;0;0;128;128;43
0_296.ppm;128;128;0;0;128;128;43
0_1272.ppm;128;128;0;0;128;128;43
3356.ppm;67;67;0;0;67;67;43
1288.ppm;62;62;0;0;62;62;43
0_314.ppm;128;128;0;0;128;128;43
0_819.ppm;128;128;0;0;128;128;43
0_693.ppm;128;128;0;0;128;128;43
0_251.ppm;128;128;0;0;128;128;43
11565.ppm;154;154;0;0;154;154;43
0_778.ppm;128;128;0;0;128;128;43
0_522.ppm;128;128;0;0;128;128;43
0_245.ppm;128;128;0;0;128;128;43
0_1507.ppm;128;128;0;0;128;128;43
3911.ppm;80;80;0;0;80;80;43
0_312.ppm;128;128;0;0;128;128;43
11971.ppm;36;36;0;0;36;36;43
2602.ppm;95;95;0;0;95;95;43
1985.ppm;44;44;0;0;44;44;43
15276.ppm;75;75;0;0;75;75;43
0_1260.ppm;128;128;0;0;128;128;43
14439.ppm;82;82;0;0;82;82;43
2594.ppm;85;85;0;0;85;85;43
0_1747.ppm;128;128;0;0;128;128;43
15463.ppm;63;63;0;0;63;63;43
1673.ppm;43;43;0;0;43;43;43
0_1050.ppm;128;128;0;0;128;128;43
0_1369.ppm;128;128;0;0;128;128;43
0_618.ppm;128;128;0;0;128;128;43
12098.ppm;35;35;0;0;35;35;43
12053.ppm;67;67;0;0;67;67;43
2745.ppm;68;68;0;0;68;68;43
9298.ppm;49;49;0;0;49;49;43
4362.ppm;48;48;0;0;48;48;43
2162.ppm;89;89;0;0;89;89;43
10789.ppm;71;71;0;0;71;71;43
0_39.ppm;128;128;0;0;128;128;43
0_1600.ppm;128;128;0;0;128;128;43
8257.ppm;64;64;0;0;64;64;43
0_1423.ppm;128;128;0;0;128;128;43
0_175.ppm;128;128;0;0;128;128;43
3523.ppm;102;102;0;0;102;102;43
12048.ppm;46;46;0;0;46;46;43
3317.ppm;67;67;0;0;67;67;43
0_1534.ppm;128;128;0;0;128;128;43
0_1424.ppm;128;128;0;0;128;128;43
0_762.ppm;128;128;0;0;128;128;43
11387.ppm;69;69;0;0;69;69;43
10727.ppm;39;39;0;0;39;39;43
0_1221.ppm;128;128;0;0;128;128;43
0_1724.ppm;128;128;0;0;128;128;43
0_328.ppm;128;128;0;0;128;128;43
0_511.ppm;128;128;0;0;128;128;43
2164.ppm;76;76;0;0;76;76;43
1503.ppm;82;82;0;0;82;82;43
13478.ppm;67;67;0;0;67;67;43
10643.ppm;78;78;0;0;78;78;43
0_24.ppm;128;128;0;0;128;128;43
3825.ppm;76;76;0;0;76;76;43
0_1257.ppm;128;128;0;0;128;128;43
156.ppm;57;57;0;0;57;57;43
6617.ppm;55;55;0;0;55;55;43
0_528.ppm;128;128;0;0;128;128;43
5212.ppm;124;124;0;0;124;124;43
8673.ppm;54;54;0;0;54;54;43
0_702.ppm;128;128;0;0;128;128;43
0_988.ppm;128;128;0;0;128;128;43
0_472.ppm;128;128;0;0;128;128;43
0_1742.ppm;128;128;0;0;128;128;43
12809.ppm;77;77;0;0;77;77;43
0_1523.ppm;128;128;0;0;128;128;43
0_10.ppm;128;128;0;0;128;128;43
0_680.ppm;128;128;0;0;128;128;43
558.ppm;72;72;0;0;72;72;43
2523.ppm;150;150;0;0;150;150;43
0_779.ppm;128;128;0;0;128;128;43
0_877.ppm;128;128;0;0;128;128;43
0_826.ppm;128;128;0;0;128;128;43
3355.ppm;40;40;0;0;40;40;43
5385.ppm;35;35;0;0;35;35;43
0_1000.ppm;128;128;0;0;128;128;43
5504.ppm;77;77;0;0;77;77;43
0_535.ppm;128;128;0;0;128;128;43
6092.ppm;68;68;0;0;68;68;43
0_1181.ppm;128;128;0;0;128;128;43
15823.ppm;89;89;0;0;89;89;43
0_1625.ppm;128;128;0;0;128;128;43
0_1659.ppm;128;128;0;0;128;128;43
3315.ppm;68;68;0;0;68;68;43
2748.ppm;72;72;0;0;72;72;43
3856.ppm;89;89;0;0;89;89;43
13409.ppm;78;78;0;0;78;78;43
1291.ppm;110;110;0;0;110;110;43
10647.ppm;85;85;0;0;85;85;43
6090.ppm;102;102;0;0;102;102;43
10746.ppm;121;121;0;0;121;121;43
12659.ppm;70;70;0;0;70;70;43
10773.ppm;68;68;0;0;68;68;43
0_1643.ppm;128;128;0;0;128;128;43
2710.ppm;99;99;0;0;99;99;43
3288.ppm;65;65;0;0;65;65;43
0_1352.ppm;128;128;0;0;128;128;43
0_647.ppm;128;128;0;0;128;128;43
8684.ppm;55;55;0;0;55;55;43
0_382.ppm;128;128;0;0;128;128;43
0_776.ppm;128;128;0;0;128;128;43
0_787.ppm;128;128;0;0;128;128;43
0_1324.ppm;128;128;0;0;128;128;43
2826.ppm;92;92;0;0;92;92;43
0_1089.ppm;128;128;0;0;128;128;43
9503.ppm;57;57;0;0;57;57;43
0_362.ppm;128;128;0;0;128;128;43
0_1582.ppm;128;128;0;0;128;128;43
9901.ppm;55;55;0;0;55;55;43
12074.ppm;73;73;0;0;73;73;43
0_179.ppm;128;128;0;0;128;128;43
11794.ppm;70;70;0;0;70;70;43
0_54.ppm;128;128;0;0;128;128;43
0_1230.ppm;128;128;0;0;128;128;43
9762.ppm;44;44;0;0;44;44;43
0_543.ppm;128;128;0;0;128;128;43
6429.ppm;70;70;0;0;70;70;43
3150.ppm;95;95;0;0;95;95;43
15792.ppm;85;85;0;0;85;85;43
10490.ppm;84;84;0;0;84;84;43
5220.ppm;71;71;0;0;71;71;43
8952.ppm;60;60;0;0;60;60;43
6292.ppm;64;64;0;0;64;64;43
0_398.ppm;128;128;0;0;128;128;43
3324.ppm;75;75;0;0;75;75;43
0_783.ppm;128;128;0;0;128;128;43
0_100.ppm;128;128;0;0;128;128;43
15528.ppm;61;61;0;0;61;61;43
0_965.ppm;128;128;0;0;128;128;43
6060.ppm;67;67;0;0;67;67;43
5388.ppm;110;110;0;0;110;110;43
0_282.ppm;128;128;0;0;128;128;43
6356.ppm;128;128;0;0;128;128;43
6078.ppm;95;95;0;0;95;95;43
0_1553.ppm;128;128;0;0;128;128;43
0_1320.ppm;128;128;0;0;128;128;43
0_464.ppm;128;128;0;0;128;128;43
7382.ppm;65;65;0;0;65;65;43
0_563.ppm;128;128;0;0;128;128;43
6213.ppm;70;70;0;0;70;70;43
0_644.ppm;128;128;0;0;128;128;43
0_660.ppm;128;128;0;0;128;128;43
11783.ppm;119;119;0;0;119;119;43
10741.ppm;40;40;0;0;40;40;43
0_1291.ppm;128;128;0;0;128;128;43
0_891.ppm;128;128;0;0;128;128;43
14349.ppm;70;70;0;0;70;70;43
0_1692.ppm;128;128;0;0;128;128;43
0_1046.ppm;128;128;0;0;128;128;43
11944.ppm;80;80;0;0;80;80;43
0_633.ppm;128;128;0;0;128;128;43
10845.ppm;80;80;0;0;80;80;43
2254.ppm;52;52;0;0;52;52;43
9297.ppm;65;65;0;0;65;65;43
0_947.ppm;128;128;0;0;128;128;43
11946.ppm;110;110;0;0;110;110;43
0_1196.ppm;128;128;0;0;128;128;43
0_932.ppm;128;128;0;0;128;128;43
10027.ppm;67;67;0;0;67;67;43
0_1470.ppm;128;128;0;0;128;128;43
